Gender,Race/Ethnicity,Home_City,Preferred_Langauge,Hobby_Interest,Budget (in millions),Fathers_Occupation,Mothers_Occupation,Study_Group,Degree_Program,Matric_Marks,Inter_Marks,Year_of_Admission,Campus,University
male,Pashtun,Kohat,Hinko,Gaming,4,Engrr,Teacher,Pre-Engrr,BSMech,920,930,2019,Peshawar,IMsciences
male,Kashmiris,Islamabad,Urdu,Writing,2,Engrr,Doctor,CS,BSCS,782,874,2020,Karachi,Bahria University
male,Other,Lahore,Urdu,Writing,3,Doctor,Teacher,Pre-Engrr,BSEE,1004,920,2019,Islamabad,NUST
female,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,CS,BSCS,900,900,2019,Peshawar,Abdul Wali Khan University
male,Sindhi,Karachi,Urdu,Nothing,6.3,Doctor,Teacher,CS,BSCS,986,998,2019,Karachi,Aga Khan
male,Other,Karachi,Urdu,Nothing,2,Doctor,House Wife,CS,BSCS,925,980,2020,Islamabad,COMSATS
female,Other,Islamabad,Urdu,Gaming,3,Retired,House Wife,CS,BSAviMgt,826,960,2019,Lahore,UMT
female,Brahuis,Other,Urdu,Gaming,2,Engrr,House Wife,CS,BSCS,970,868,2019,Peshawar,FAST NUCES
female,Sindhi,Karachi,Sindhi,Sports,3,Doctor,House Wife,Commerce,BBA,850,845,2019,Karachi,IBA
female,Punjabi,Lahore,Urdu,Nothing,4,Engrr,Doctor,Pre-Engrr,BSCivil,837,870,2019,Islamabad,AU (Air University)
male,Pashtun,Peshawar,Urdu,Reading,0.8,Doctor,Doctor,Pre-Med,BSBotany,850,950,2020,Islamabad,Quaid-i-Azam University (QAU)
male,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,Pre-Engrr,BSBotany,900,900,2019,Peshawar,Abdul Wali Khan University
male,Pashtun,Peshawar,Pashto,Nothing,1.5,Retired,Teacher,CS,BSCS,985,987,2020,Peshawar,Abasyn University
male,Other,Karachi,Urdu,Writing,2,Teacher,House Wife,CS,BSCS,965,978,2020,Islamabad,FAST NUCES
female,Other,Kohat,Urdu,Gaming,9,Retired,Doctor,Pre-Med,Biochemistry,998,998,2019,Peshawar,Jinnah Medical College
male,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,CS,BSAI,900,900,2019,Peshawar,Abdul Wali Khan University
female,Other,Peshawar,Pashto,Gaming,8,Doctor,Doctor,Pre-Med,Physiology,986,986,2019,Peshawar,Northwest School of Medicine
male,Kashmiris,Islamabad,Punjabi,Gaming,2,Engrr,Doctor,Pre-Engrr,BSSE,760,960,2019,Lahore,Bahria University
female,Pashtun,Peshawar,Urdu,Nothing,1.3,Retired,Teacher,Pre-Engrr,BSEE,985,987,2019,Peshawar,Abdul Wali Khan University
male,Punjabi,Peshawar,Urdu,Nothing,3,Doctor,House Wife,CS,BSCS,990,800,2019,Peshawar,FAST NUCES
male,Other,Peshawar,Urdu,Gaming,1,Doctor,House Wife,Pre-Engrr,BSCS,862,963,2020,Islamabad,Iqra University
male,Sindhi,Karachi,Urdu,Writing,2,Retired,House Wife,CS,BSCS,823,852,2019,Karachi,NED
male,Baloch,Lahore,Urdu,Nothing,0.8,Doctor,Doctor,Pre-Med,BSBotany,950,856,2018,Islamabad,Quaid-i-Azam University (QAU)
male,Pashtun,Islamabad,Punjabi,Writing,2,Army,House Wife,Pre-Engrr,BSMech,823,852,2019,Karachi,NED
male,Pashtun,Peshawar,Urdu,Gaming,4,Doctor,Teacher,Pre-Engrr,BSCivil,729,803,2019,Peshawar,IMsciences
male,Punjabi,Karachi,Urdu,Nothing,3,Doctor,House Wife,Pre-Med,MBBS,900,920,2020,Lahore,UHS
male,Pashtun,Peshawar,Urdu,Nothing,1,Doctor,House Wife,Pre-Med,MBBS,987,859,2020,Peshawar,KMC
male,Punjabi,Karachi,Urdu,Nothing,2,Doctor,House Wife,Pre-Engrr,BSCivil,996,997,2019,Karachi,NUST
male,Punjabi,Lahore,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BBA,788,941,2020,Islamabad,Bahria University
male,Pashtun,Peshawar,Urdu,Nothing,1,Doctor,House Wife,Pre-Med,MBBS,987,859,2019,Peshawar,KMC
male,Pashtun,Peshawar,Pashto,Sports,2,Engrr,House Wife,Pre-Engrr,BSMech,698,760,2019,Peshawar,UET
male,Punjabi,Karachi,Urdu,Gaming,3,Doctor,House Wife,Commerce,BSEconomics,897,762,2020,Karachi,Iqra University
male,Punjabi,Lahore,Punjabi,Writing,1,Engrr,Doctor,CS,BSCS,988,970,2019,Islamabad,COMSATS
male,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,CS,BSAI,900,900,2019,Peshawar,Abdul Wali Khan University
male,Sindhi,Sukkur�,Sindhi,Nothing,2,Engrr,Teacher,Pre-Engrr,BSEE,830,835,2019,Peshawar,UET
male,Other,Lahore,Punjabi,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,1010,970,2019,Lahore,UHS
male,Other,Karachi,Urdu,Gaming,2.5,Army,Doctor,Pre-Med,MBBS,1000,998,2019,Lahore,UHS
male,Punjabi,Sialkot,Punjabi,Gaming,6,Teacher,Teacher,Pre-Engrr,BSMaterial,995,895,2020,Lahore,PU (University of Punjab)
male,Other,Kohat,Urdu,Sports,1,Retired,Doctor,Pre-Engrr,BBA,832,746,2020,Islamabad,Iqra University
male,Pashtun,Peshawar,Pashto,Gaming,4,Engrr,House Wife,Pre-Engrr,BSMech,698,760,2019,Peshawar,UET
female,Pashtun,Islamabad,Urdu,Gaming,3,Engrr,Doctor,Pre-Engrr,BSCivil,869,875,2020,Islamabad,Allama Iqbal Open University (AIOU)
male,Punjabi,Islamabad,Urdu,Nothing,1,Doctor,Doctor,Pre-Med,BSBotany,800,950,2019,Islamabad,Quaid-i-Azam University (QAU)
female,Pashtun,Peshawar,Pashto,Writing,2,Engrr,Teacher,Pre-Engrr,BSEE,900,970,2020,Peshawar,IMsciences
male,Pashtun,Karachi,Pashto,Nothing,3,Doctor,House Wife,Commerce,BSEconomics,874,895,2019,Karachi,IBA
male,Punjabi,Islamabad,Urdu,Gaming,1.2,Engrr,House Wife,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
male,Pashtun,Kohat,Urdu,Nothing,0.8,Doctor,House Wife,Pre-Med,BSBotany,879,935,2019,Peshawar,UOP
male,Punjabi,Lahore,Punjabi,Sports,4,Engrr,House Wife,Pre-Med,MBBS,826,960,2020,Lahore,PU (University of Punjab)
female,Other,Peshawar,Urdu,Nothing,9,Doctor,House Wife,Pre-Med,Forensics,908,952,2019,Peshawar,Northwest School of Medicine
male,Pashtun,Peshawar,Pashto,Nothing,2,Engrr,Doctor,Pre-Engrr,BSCS,840,780,2019,Peshawar,CECOS
male,Other,Peshawar,Pashto,Nothing,1.5,Retired,House Wife,Pre-Med,BSBotany,902,903,2019,Peshawar,Abdul Wali Khan University
male,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,CS,BSAI,900,900,2019,Peshawar,Abdul Wali Khan University
female,Punjabi,Lahore,Urdu,Nothing,6.7,Doctor,House Wife,Pre-Engrr,BSCS,790,825,2020,Lahore,Government College University (GCU)
male,Pashtun,Kohat,Urdu,Gaming,0.8,Doctor,House Wife,Pre-Med,BSBotany,890,900,2019,Peshawar,UOP
male,Punjabi,Islamabad,Punjabi,Gaming,2,Engrr,Doctor,Pre-Engrr,BSAviMgt,926,905,2019,Islamabad,AU (Air University)
male,Brahuis,Lahore,Urdu,Gaming,2,Teacher,Teacher,CS,BSCS,960,970,2019,Islamabad,FAST NUCES
male,Punjabi,Abbotabad,Urdu,Sports,2,Retired,Doctor,CS,BSAI,942,753,2019,Karachi,Iqra University
male,Pashtun,Kohat,Urdu,Gaming,4,Retired,House-Wife,Pre-Engrr,BSMech,950,940,2023,Islamabad,AU (Air University)
female,Sindhi,Islamabad,Urdu,Gaming,1,Retired,Doctor,CS,BSCS,783,896,2020,Lahore,Bahria University
male,Punjabi,Lahore,Punjabi,Reading,2.5,Doctor,Teacher,Pre-Med,MBBS,1000,1000,2019,Lahore,UHS
male,Pashtun,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,Forensics,930,969,2020,Peshawar,Northwest School of Medicine
male,Other,Islamabad,Urdu,Nothing,4,Doctor,Teacher,Pre-Med,MBBS,1000,985,2020,Islamabad,PU (University of Punjab)
female,Other,Lahore,Punjabi,Gaming,2.5,Doctor,House Wife,Pre-Engrr,BSAviMgt,895,850,2019,Lahore,UMT
male,Muhajirs,Islamabad,Urdu,Writing,3,Doctor,House Wife,Pre-Med,MBBS,980,987,2020,Lahore,UHS
male,Pashtun,Kohat,Urdu,Gaming,11,Doctor,House Wife,Pre-Med,Physiology,998,998,2019,Peshawar,Jinnah Medical College
female,Pashtun,Karachi,Pashto,Writing,5,Retired,Doctor,Commerce,BSEconomics,895,789,2019,Karachi,IBA
male,Punjabi,Islamabad,Punjabi,Nothing,1,Engrr,Doctor,Commerce,BBA,970,920,2019,Islamabad,COMSATS
male,Pashtun,Peshawar,Urdu,Nothing,0.6,Retired,Teacher,Pre-Med,MBBS,965,879,2019,Peshawar,KMC
male,Pashtun,Peshawar,Pashto,Nothing,1.5,Retired,Teacher,CS,BSCS,985,987,2020,Peshawar,Abasyn University
male,Punjabi,Karachi,Urdu,Gaming,2,Doctor,House Wife,Commerce,BSEconomics,852,956,2019,Karachi,Iqra University
male,Other,Islamabad,Urdu,Nothing,1,Doctor,Doctor,Pre-Engrr,BSCS,700,780,2019,Karachi,Bahria University
male,Punjabi,Islamabad,Punjabi,Gaming,5,Retired,House Wife,CS,BSCS,966,978,2020,Islamabad,PU (University of Punjab)
male,Punjabi,Islamabad,Urdu,Gaming,1,Engrr,Doctor,Commerce,BSAF,900,958,2019,Islamabad,Bahria University
male,Punjabi,Islamabad,Urdu,Nothing,3,Retired,Doctor,Pre-Med,BSPharmacy,752,790,2019,Peshawar,CECOS
male,Other,Islamabad,Urdu,Gaming,6,Doctor,Doctor,Pre-Engrr,BSEE,980,963,2019,Lahore,LUMS
male,Punjabi,Karachi,Urdu,Sports,1,Engrr,House Wife,CS,BSAI,832,765,2020,Karachi,Iqra University
female,Baloch,Karachi,Urdu,Reading,1.3,Engrr,House Wife,CS,BSCS,823,852,2019,Karachi,NED
male,Pashtun,Peshawar,Urdu,Nothing,2,Engrr,House Wife,Commerce,BBA,920,910,2019,Peshawar,IMsciences
male,Punjabi,Lahore,Punjabi,Writing,2,Engrr,Doctor,Pre-Engrr,BSMech,980,950,2019,Islamabad,NUST
male,Punjabi,Islamabad,Punjabi,Nothing,2,Retired,Doctor,CS,BSCS,780,800,2019,Peshawar,FAST NUCES
female,Baloch,Islamabad,Urdu,Reading,2,Engrr,House Wife,Pre-Engrr,BSMech,823,852,2019,Karachi,NED
male,Pashtun,Peshawar,Urdu,Nothing,1,Retired,Teacher,Pre-Med,MBBS,956,879,2019,Peshawar,KMC
female,Pashtun,Islamabad,Urdu,Gaming,2,Army,House Wife,CS,BSCS,823,852,2019,Karachi,NED
male,Pashtun,Peshawar,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSCivil,745,820,2019,Peshawar,IMsciences
female,Other,Islamabad,Urdu,Sports,9,Doctor,House Wife,Pre-Med,Forensics,901,963,2019,Peshawar,Northwest School of Medicine
male,Other,Peshawar,Urdu,Gaming,8,Retired,Doctor,Pre-Med,MBBS,952,952,2019,Peshawar,Jinnah Medical College
male,Punjabi,Lahore,Punjabi,Gaming,1,Doctor,Teacher,Pre-Engrr,BSEE,950,785,2019,Islamabad,Quaid-i-Azam University (QAU)
female,Pashtun,Abbotabad,Urdu,Sports,2,Doctor,House Wife,Pre-Med,BSPharmacy,860,704,2019,Peshawar,CECOS
male,Sindhi,Lahore,Punjabi,Gaming,2,Retired,House Wife,CS,BSCS,823,852,2019,Karachi,NED
male,Punjabi,Islamabad,Punjabi,Gaming,2,Retired,Doctor,CS,BSCS,930,800,2019,Peshawar,FAST NUCES
male,Kashmiris,Islamabad,Punjabi,Gaming,2,Engrr,Doctor,Pre-Engrr,BSSE,760,960,2019,Lahore,Bahria University
male,Pashtun,Kohat,Urdu,Nothing,1,Engrr,House Wife,Pre-Engrr,BSEE,850,900,2019,Peshawar,UOP
male,Punjabi,Peshawar,Urdu,Nothing,1,Doctor,Doctor,CS,BSCS,750,785,2019,Islamabad,Quaid-i-Azam University (QAU)
female,Other,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,Physiology,985,969,2019,Peshawar,Northwest School of Medicine
male,Punjabi,Islamabad,Urdu,Writing,3,Engrr,Doctor,Pre-Med,BSPharmacy,741,780,2019,Peshawar,CECOS
male,Pashtun,Islamabad,Urdu,Reading,1,Doctor,Doctor,Pre-Med,BSBotany,850,980,2020,Islamabad,Quaid-i-Azam University (QAU)
male,Pashtun,Peshawar,Urdu,Nothing,1,Doctor,House Wife,CS,BSCS,920,950,2020,Islamabad,COMSATS
male,Pashtun,Peshawar,Pashto,Gaming,2,Engrr,House Wife,CS,BSCS,950,850,2019,Peshawar,CECOS
male,Other,Kohat,Hinko,Reading,7,Army,Doctor,Pre-Engrr,BSCS,980,970,2019,Lahore,LUMS
female,Punjabi,Lahore,Punjabi,Gaming,3.5,Army,House Wife,Pre-Engrr,BSChemical,979,962,2020,Lahore,PU (University of Punjab)
male,Pashtun,Peshawar,Pashto,Gaming,3,Retired,Doctor,CS,BSCS,940,790,2019,Peshawar,CECOS
male,Pashtun,Peshawar,Urdu,Nothing,2,Retired,Teacher,Pre-Engrr,BSCS,965,879,2020,Peshawar,FAST NUCES
male,Punjabi,Islamabad,Urdu,Nothing,6,Army,Teacher,Commerce,BBA,999,991,2019,Lahore,LUMS
male,Punjabi,Lahore,Urdu,Nothing,3,Army,Doctor,Pre-Med,MBBS,997,999,2019,Lahore,UHS
female,Punjabi,Islamabad,Urdu,Reading,7,Doctor,House Wife,Pre-Med,BSBotany,752,750,2020,Lahore,Government College University (GCU)
female,Other,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,MBBS,951,951,2019,Peshawar,Jinnah Medical College
male,Punjabi,Karachi,Urdu,Nothing,2,Doctor,House Wife,Pre-Engrr,BSEE,823,861,2020,Karachi,Iqra University
male,Punjabi,Islamabad,Urdu,Gaming,5,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Lahore,UHS
male,Punjabi,Islamabad,Urdu,Nothing,2,Engrr,House Wife,Commerce,BBA,980,988,2019,Islamabad,COMSATS
male,Pashtun,Kohat,Urdu,Nothing,0.8,Engrr,House Wife,Pre-Engrr,BSEE,850,900,2019,Peshawar,UOP
female,Kashmiris,Abbotabad,Urdu,Writing,1,Doctor,Doctor,Pre-Med,MBBS,800,900,2019,Peshawar,KMC
male,Punjabi,Sialkot,Punjabi,Nothing,2.5,Engrr,Doctor,Pre-Med,Biochemistry,1020,950,2019,Lahore,UMT
male,Pashtun,Kohat,Urdu,Gaming,1,Retired,House Wife,CS,BSCS,890,900,2019,Peshawar,UOP
female,Other,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,MBBS,951,951,2019,Peshawar,Jinnah Medical College
male,Pashtun,Kohat,Hinko,Gaming,2,Engrr,Teacher,Pre-Engrr,BSCivil,890,900,2019,Peshawar,IMsciences
male,Other,Karachi,Urdu,Gaming,6.5,Doctor,Teacher,Pre-Med,MBBS,1010,900,2019,Karachi,Aga Khan
female,Other,Islamabad,Urdu,Nothing,8,Doctor,Doctor,Pre-Med,Pharmacology,875,998,2020,Peshawar,Northwest School of Medicine
male,Other,Kohat,Urdu,Sports,7,Engrr,Doctor,Pre-Engrr,BSEE,823,852,2020,Lahore,Government College University (GCU)
male,Other,Peshawar,Urdu,Gaming,3,Doctor,House Wife,Pre-Engrr,BSCS,862,963,2020,Islamabad,Iqra University
male,Punjabi,Lahore,Urdu,Gaming,1.5,Doctor,House Wife,Pre-Engrr,BSMech,879,988,2019,Islamabad,AU (Air University)
male,Pashtun,Peshawar,Urdu,Nothing,3,Retired,Teacher,CS,BSAI,985,987,2019,Peshawar,Abdul Wali Khan University
female,Other,Abbotabad,Urdu,Sports,3,Doctor,House Wife,Pre-Engrr,BSMech,780,750,2019,Peshawar,CECOS
male,Sindhi,Abbotabad,Urdu,Sports,2,Retired,Doctor,Pre-Med,BSPharmacy,785,705,2019,Peshawar,CECOS
male,Baloch,Other,Urdu,Sports,3,Engrr,Teacher,Pre-Engrr,BSEE,700,890,2019,Peshawar,IMsciences
male,Pashtun,Peshawar,Urdu,Nothing,1,Retired,Doctor,Pre-Med,MBBS,980,999,2019,Peshawar,KMC
male,Other,Islamabad,Urdu,Writing,0.8,Doctor,Teacher,Pre-Engrr,BSEE,750,954,2019,Islamabad,Quaid-i-Azam University (QAU)
female,Pashtun,Lahore,Urdu,Gaming,2,Engrr,Doctor,CS,BSCS,752,750,2019,Peshawar,Abasyn University
male,Baloch,Karachi,Urdu,Nothing,1.2,Retired,Doctor,Pre-Engrr,BSSE,985,987,2020,Peshawar,Abasyn University
female,Other,Islamabad,Urdu,Nothing,9,Retired,Doctor,Pre-Med,Biochemistry,956,956,2020,Peshawar,Jinnah Medical College
male,Pashtun,Peshawar,Pashto,Nothing,3,Engrr,House Wife,Pre-Engrr,BSCivil,763,843,2019,Peshawar,UET
male,Other,Kohat,Pashto,Sports,4,Engrr,Doctor,Pre-Engrr,BSMech,760,763,2019,Peshawar,CECOS
male,Other,Islamabad,Urdu,Nothing,10,Doctor,House Wife,Pre-Med,MBBS,852,852,2020,Peshawar,Jinnah Medical College
male,Pashtun,Kohat,Urdu,Gaming,2,Retired,House-Wife,CS,BSCS,950,910,2023,Peshawar,FAST NUCES
female,Punjabi,Lahore,Punjabi,Writing,2,Retired,Doctor,Pre-Engrr,BSAF,796,985,2020,Lahore,Bahria University
male,Pashtun,Kohat,Hinko,Gaming,2,Engrr,Teacher,Pre-Engrr,BSCivil,890,900,2019,Peshawar,IMsciences
male,Punjabi,Islamabad,Urdu,Nothing,7,Army,Teacher,Commerce,BBA,999,991,2019,Lahore,LUMS
male,Pashtun,Peshawar,Pashto,Writing,3,Engrr,House Wife,Pre-Engrr,BSCS,980,760,2019,Peshawar,CECOS
female,Punjabi,Islamabad,Urdu,Sports,7.5,Doctor,Teacher,Pre-Med,MBBS,978,992,2020,Karachi,Aga Khan
female,Punjabi,Lahore,Urdu,Nothing,1.5,Engrr,Doctor,Pre-Engrr,BSCivil,837,870,2019,Islamabad,AU (Air University)
male,Punjabi,Peshawar,Urdu,Writing,0.8,Doctor,Doctor,Pre-Med,BSBotany,850,850,2020,Islamabad,Quaid-i-Azam University (QAU)
male,Pashtun,Kohat,Urdu,Reading,2.5,Retired,House-Wife,CS,BSAI,85,95,2023,Islamabad,AU (Air University)
male,Pashtun,Peshawar,Pashto,Gaming,2,Engrr,House Wife,Pre-Engrr,BSMech,698,760,2019,Peshawar,UET
female,Pashtun,Abbotabad,Urdu,Gaming,3,Engrr,House Wife,Pre-Med,BSPharmacy,762,710,2019,Peshawar,CECOS
male,Sindhi,Karachi,Urdu,Nothing,6.5,Doctor,Teacher,Pre-Engrr,BSEE,980,1003,2019,Karachi,Aga Khan
male,Other,Kohat,Hinko,Reading,9,Army,Doctor,Pre-Engrr,BSCS,980,970,2019,Lahore,LUMS
male,Pashtun,Kohat,Urdu,Nothing,1,Retired,House Wife,Pre-Engrr,BSCS,900,860,2019,Peshawar,UOP
male,Other,Islamabad,Urdu,Nothing,2,Engrr,Doctor,Commerce,BBA,988,900,2019,Islamabad,COMSATS
male,Baloch,Mardan,Urdu,Sports,2.5,Army,House Wife,Pre-Med,MBBS,890,890,2019,Lahore,UHS
male,Punjabi,Islamabad,Urdu,Writing,1,Army,House Wife,Commerce,BSAviMgt,916,910,2019,Islamabad,AU (Air University)
female,Pashtun,Peshawar,Urdu,Nothing,1.3,Retired,Teacher,Pre-Engrr,BSEE,985,987,2019,Peshawar,Abdul Wali Khan University
male,Pashtun,Peshawar,Urdu,Nothing,1,Doctor,House Wife,Commerce,BBA,788,952,2020,Lahore,Bahria University
male,Pashtun,Peshawar,Pashto,Gaming,2,Engrr,House Wife,CS,BSCS,950,850,2019,Peshawar,CECOS
female,Punjabi,Islamabad,Lahore,Nothing,2,Retired,Doctor,Pre-Engrr,BSIT,950,806,2020,Islamabad,Bahria University
male,Other,Peshawar,Urdu,Gaming,2,Retired,House Wife,CS,BSCS,893,980,2019,Peshawar,UOP
female,Punjabi,Sialkot,Punjabi,Gaming,2.6,Retired,House Wife,Commerce,BBA,727,752,2020,Lahore,UMT
male,Other,Islamabad,Urdu,Nothing,1,Doctor,House Wife,Pre-Med,BSBotany,879,935,2019,Peshawar,UOP
female,Other,Karachi,Urdu,Gaming,4,Engrr,House Wife,Pre-Engrr,BSCS,807,952,2019,Karachi,IBA
male,Other,Peshawar,Urdu,Nothing,2,Engrr,House Wife,Pre-Engrr,BSCivil,730,795,2019,Peshawar,UET
female,Other,Kohat,Urdu,Gaming,10,Doctor,Doctor,Pre-Med,MBBS,941,941,2020,Peshawar,Jinnah Medical College
male,Other,Mardan,Urdu,Nothing,3,Doctor,House Wife,Pre-Engrr,BBA,960,841,2019,Karachi,IBA
male,Pashtun,Kohat,Urdu,Gaming,2,Retired,House-Wife,Pre-Med,BSBotany,85,80,2023,Peshawar,Abasyn University
male,Pashtun,Kohat,Urdu,Gaming,2,Retired,House-Wife,CS,BSCS,85,75,2023,Peshawar,FAST NUCES
male,Pashtun,Kohat,Urdu,Reading,10,Retired,House-Wife,Pre-Engrr,BSCivil,85,85,2023,Karachi,NUST
